,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season,rank_h,rank_a,description,prediction
37,spal,2018-09-17,V,-1.666666666666667,atalanta,-2.9999999999999982,-2.0,0.0,0.0,3.333333333333336,2.333333333333334,2.0,0.0,2018-2019,0.0,0.0,"Atalanta will be aiming to bounce back from a shocking 1-0 loss to Cagliari when they take on SPAL at Stadio Paolo Mazza on Monday evening. SPAL made a flying start to the season, but following back-to-back wins over Bologna and Parma, they suffered a 1-0 loss to Torino in their last league match. Leonardo Semplici’s troops are tough to beat at home, but Atalanta are likely to pose a much bigger threat for the hosts than their previous rivals. The Orobici are determined to return to winning ways following the unexpected defeat to Cagliari and we predict that the visitors are going to prove their worth on the field. As always, a man to watch in the away team will be Argentine midfielder Alejandro Gomez, who is eager to add more goals to his account after scoring a brace in the 4-0 win over Frosinone.",P
38,sampdoria,2018-09-19,N,0.333333333333333,fiorentina,-3.0,-1.3333333333333337,0.3333333333333333,0.3333333333333333,7.666666666666664,-0.6666666666666661,-0.6666666666666665,0.0,2018-2019,0.0,0.0,"The postponed Serie A match between high-flying Sampdoria and Fiorentina takes place on Wednesday, with both sides looking to build on a promising start to the season and climb to second in the overall standings with three points from the midweek match. The Blucerchiati recovered well from the opening defeat to Udinese, going on to record 3-0 and 5-0 wins over Napoli and Frosinone, so there are no doubts they are high on confidence at the moment. Fiorentina, on the other hand, hammered Chievo 6-1 before narrowly defeating Udinese, but their winning run came to an end in Naples as they suffered a narrow loss. With both sides in excellent spirit after their respective bright starts, we expect to see an open game at Marassi, where the two evenly matched sides are likely to end up canceling each other out. ",N
39,sassuolo,2018-09-21,V,1.5,empoli,-0.75,1.5,0.5,0.5,-8.75,2.25,1.0,0.25,2018-2019,0.0,0.0,"After four rounds of the 2018/19 season in Serie A, Sassuolo are sitting in third place, just behind Juventus and Napoli. Empoli, however, are in the bottom part of the table. The newly promoted Empoli side is struggling after they managed to score a win in their first game back in Serie A. Sassuolo finished 11th last year and will be looking to improve on that result. So far this season, they recorded a surprise Round One win against Inter Milan, drew with Cagliari and scored five goals in a win over Genoa, before losing to Juventus this past weekend. After scoring twice against Cagliari in the opening match of the season, Empoli have struggled in front of goal, scoring only once in the last three matches. In their previous 17 matches, Sassuolo hold the upper hand with nine wins and they are clear favorites to get another one on the board, securing all three points at home.",V
40,sampdoria,2018-09-22,P,1.0,inter,-6.0,-0.75,0.25,0.25,-6.5,2.25,0.75,0.0,2018-2019,0.0,0.0,"After going down in a shock defeat to Sassuolo in the opening match of the season, Inter had another shocking defeat at home, against the newly promoted Parma this time. Things are not progressing as planned this season, as the Nerazzurri are sitting down in 15th place with only four points from four matches. Their only win this season came against Bologna in round three. And with only five goals scored so far, they are averaging just over a goal per game. Sampdoria have only played in three games so far, and they will meet Fiorentina in midweek before they welcome the Milan team. After losing their opening match without scoring, the Blucerchiati managed to win the next two games, scoring three goals against 2nd placed Napoli and five goals against the 19th placed Frosinone. Inter will look to bounce back but Sampdoria might be too hot for them right now. We predict a home win.",V
41,parma,2018-09-22,V,0.0,cagliari,-1.75,-0.25,0.0,0.0,-8.0,-2.75,-0.75,0.0,2018-2019,0.0,0.0,"The venue for this bottom half of the table match between Parma and Cagliari will be the Ennio Tardini Stadium in Parma. Cagliari are currently in 12th position with five points while Parma are 17th with one point less. Parma started the season badly, losing two games and drawing one. However, they managed to spring a surprise on Inter in their last game, beating them 1:0 away. Cagliari have lost their opening match of the season against Empoli, but have since been better, recording a win against Atalanta and draws against Sassuolo and AC Milan. Cagliari are hoping not to fight to stay in Serie A this year and to finish higher than 16th place. Parma finished just behind Empoli in Serie B last year and are finding their way in Serie A this season. Both teams need the win to give them confidence for the rest of the season. A draw is the most likely outcome.",N
42,fiorentina,2018-09-22,V,1.0,spal,0.0,1.75,0.0,0.0,-4.25,-1.5,-0.5,0.0,2018-2019,0.0,0.0,"Both Fiorentina and SPAL have only played three matches so far. SPAL takes on Atalanta in the last game of round four. Fiorentina is going to Sampdoria midweek to play in a game that was postponed in August. Both will hope for good results going into this matchup on Saturday, at the Artemio Franchi Stadium. They have met 34 times in their history, with Fiorentina taking 14 wins as opposed to seven wins from SPAL. Fiorentina just missed out on Europe last year, while SPAL struggled to stay up and finished in 17th place. This year, their form is identical. They are sitting next to each other in the table, 5th and 6th, with Fiorentina on top because of a much better goal difference. In fact, SPAL have really struggled to get goals this season. Both of their wins have ended with a 1:0 score. The Viola have scored seven goals so far compared to SPAL’s two goals. Should be close home win.",V
43,torino,2018-09-23,P,-0.5,napoli,-6.25,0.25,0.0,0.0,-4.25,1.75,-0.25,0.0,2018-2019,0.0,0.0,"In this early Sunday kick-off at the Olimpico di Torino, the Torino team will host the number two team in Serie A, Napoli. The home side started the 2018 campaign with a defeat to Roma but haven’t lost in the last three games, recording a win and two draws giving them five points in the table at the moment. Napoli have three wins and a defeat to Sampdoria at the start of September. So far, they’ve beaten Fiorentina, AC Milan and Lazio. They have a tough away game after playing in the Champions League during the week. The last two encounters between the il' Torro and the Azzurri finished all square, with no goals. In the past two years, Napoli have been more successful with Torino’s last win back in 2016. Napoli will want to win some points in a tough away game, while Torino will want to carry on with their undefeated run of three matches. ",N
44,frosinone,2018-09-23,P,-2.25,juventus,-13.5,-4.75,0.0,0.0,-16.75,1.25,0.0,-0.25,2018-2019,0.0,0.0,"Stadio Benito Stirpe will see a real David and Goliath battle in the last match of Round 4 of the 2018/19 Serie A season. Juventus, the number one team in the table and still undefeated are coming to town together with Cristiano Ronaldo who has just scored his first two goals for the Old Lady. Frosinone are sitting in the bottom three teams in the table with just a single point from four games. Still, they will have some home that they might snatch a point since the last match between the two sides, out of four in total they ever played in, finished with a score of 1:1. Juventus might even bring in a changed side because they will be playing in the Champions League during the week. The current Champs are still to come across one of the stronger teams in Serie A but you can only beat who’s in front of you. That will be the case with Frosinone too.",P
45,milan,2018-09-23,N,-0.0833333333333332,atalanta,1.166666666666668,1.25,0.0,0.0,1.1666666666666643,-4.25,-1.0,0.0,2018-2019,0.0,0.0,"AC Milan drew with Cagliari in their last game which wasn’t a favorable result but there was one positive as Higuain scored his first goal for the club since he came from Juventus. Atalanta will take on SPAL before the game at the San Siro stadium. Last year AC Milan and Atalanta finished the season next to each other in the table , 6th and 7th. This year, they are also next to each other in the table but in 13th and 14th place, neither team starting the season well. Milan has one game less than Atalanta, but that postponed game will be played before the end of the month. In fact Milan is playing in four matches until the end of September, with the postponed game and Europa League. In the 32 head to head matches so far, Milan have won 13 and Atalanta nine matches. Milan should edge this one too.",V
46,bologna,2018-09-23,V,-1.75,roma,-4.75,-4.5,0.0,0.0,-13.0,4.0,0.75,0.5,2018-2019,0.0,0.0,"Bologna are currently sitting in the relegation zone still waiting for their first win of the season. Roma are languishing in the middle of the table with five points from one victory and two draws so far, with the only victory coming from their opening match of the 2018/19 Serie A season. The Giallorossi have been struggling to keep the ball going into their net since their goalkeeper went to Liverpool conceding seven goals in four games. The only point Bologna has so far came from a game with Frosinone. Roma has an advantage in their head to head matches, winning 18 out of 31 matches they have met in so far. While the home crowd will provide some support for Bologna, Roma just has much more quality and will prove too much for the hosts. The team from Rome have scored in every match they have played this season and they are likely to score a few in this one.",P
